defect_ref,check_id,entity_type,entity_key,description
INJ-1234,DQ-11,claim,CLM-2026-004857,Claim submitted before the date of service
INJ-1235,DQ-11,claim,CLM-2026-003924,Claim submitted before the date of service
INJ-1236,DQ-11,claim,CLM-2026-013890,Remittance dated before the date of service
INJ-1237,DQ-11,claim,CLM-2026-019660,Claim submitted before the date of service
INJ-1238,DQ-11,claim,CLM-2026-010846,Remittance dated before the date of service
INJ-1239,DQ-11,claim,CLM-2026-024562,Claim submitted before the date of service
INJ-1240,DQ-11,claim,CLM-2026-023168,Remittance dated before the date of service
INJ-1241,DQ-11,claim,CLM-2026-019557,Date of service is in the future
INJ-1242,DQ-11,claim,CLM-2026-014626,Remittance dated before the date of service
INJ-1243,DQ-11,claim,CLM-2026-020123,Date of service is in the future
INJ-1244,DQ-11,claim,CLM-2026-015358,Claim submitted before the date of service
INJ-1245,DQ-11,claim,CLM-2026-007015,Date of service is in the future
INJ-1246,DQ-11,claim,CLM-2026-015940,Remittance dated before the date of service
INJ-1247,DQ-11,claim,CLM-2026-017418,Remittance dated before the date of service
INJ-1248,DQ-11,claim,CLM-2026-016532,Claim submitted before the date of service
INJ-1249,DQ-11,claim,CLM-2026-002276,Claim submitted before the date of service
INJ-1250,DQ-11,claim,CLM-2026-022064,Claim submitted before the date of service
INJ-1251,DQ-12,claim,CLM-2026-022020,Billed amount is zero or negative
INJ-1252,DQ-12,claim,CLM-2026-023060,ICD-10 code blank or malformed
INJ-1253,DQ-12,claim,CLM-2026-014385,Billed amount is zero or negative
INJ-1254,DQ-12,claim,CLM-2026-015614,Date of service is blank
INJ-1255,DQ-12,claim,CLM-2026-017334,Patient identifier is blank
INJ-1256,DQ-12,claim,CLM-2026-022647,CPT code blank or not a valid 5-character code
INJ-1257,DQ-12,claim,CLM-2026-022107,CPT code blank or not a valid 5-character code
INJ-1258,DQ-12,claim,CLM-2026-001416,ICD-10 code blank or malformed
INJ-1259,DQ-12,claim,CLM-2026-023173,CPT code blank or not a valid 5-character code
INJ-1260,DQ-12,claim,CLM-2026-015508,CPT code blank or not a valid 5-character code
INJ-1261,DQ-12,claim,CLM-2026-006554,CPT code blank or not a valid 5-character code
INJ-1262,DQ-12,claim,CLM-2026-013018,Patient identifier is blank
INJ-1263,DQ-12,claim,CLM-2026-011448,Patient identifier is blank
INJ-1264,DQ-12,claim,CLM-2026-010413,Patient identifier is blank
INJ-1265,DQ-12,claim,CLM-2026-015294,Billed amount is zero or negative
INJ-1266,DQ-12,claim,CLM-2026-009489,Patient identifier is blank
INJ-1267,DQ-12,claim,CLM-2026-024364,CPT code blank or not a valid 5-character code
INJ-1268,DQ-12,claim,CLM-2026-001688,CPT code blank or not a valid 5-character code
INJ-1269,DQ-12,claim,CLM-2026-005403,ICD-10 code blank or malformed
INJ-1270,DQ-12,claim,CLM-2026-007209,Patient identifier is blank
INJ-1271,DQ-12,claim,CLM-2026-019757,Billed amount is zero or negative
INJ-1272,DQ-12,claim,CLM-2026-020029,Date of service is blank
INJ-1273,DQ-12,claim,CLM-2026-020064,Patient identifier is blank
INJ-1274,DQ-12,claim,CLM-2026-016995,Patient identifier is blank
INJ-1275,DQ-12,claim,CLM-2026-003159,Billed amount is zero or negative
INJ-1276,DQ-12,claim,CLM-2026-004382,ICD-10 code blank or malformed
INJ-1277,DQ-12,claim,CLM-2026-024201,Date of service is blank
INJ-1278,DQ-12,claim,CLM-2026-002003,Date of service is blank
INJ-1279,DQ-12,claim,CLM-2026-023147,ICD-10 code blank or malformed
INJ-1280,DQ-12,claim,CLM-2026-021390,Billed amount is zero or negative
INJ-1281,DQ-12,claim,CLM-2026-013452,Billed amount is zero or negative
INJ-1282,DQ-12,claim,CLM-2026-013216,CPT code blank or not a valid 5-character code
INJ-1283,DQ-12,claim,CLM-2026-014137,Billed amount is zero or negative
INJ-1284,DQ-12,claim,CLM-2026-007246,Date of service is blank
INJ-1285,DQ-12,claim,CLM-2026-001106,Date of service is blank
INJ-1286,DQ-12,claim,CLM-2026-006818,Date of service is blank
INJ-1287,DQ-12,claim,CLM-2026-017723,Billed amount is zero or negative
INJ-1288,DQ-12,claim,CLM-2026-009009,Date of service is blank
INJ-1289,DQ-12,claim,CLM-2026-005314,CPT code blank or not a valid 5-character code
INJ-1290,DQ-12,claim,CLM-2026-022627,Date of service is blank
INJ-1291,DQ-12,claim,CLM-2026-005522,Billed amount is zero or negative
INJ-1292,DQ-12,claim,CLM-2026-010395,CPT code blank or not a valid 5-character code
INJ-1293,DQ-12,claim,CLM-2026-012473,Patient identifier is blank
INJ-1294,DQ-12,claim,CLM-2026-007629,CPT code blank or not a valid 5-character code
INJ-1295,DQ-12,claim,CLM-2026-004205,Patient identifier is blank
INJ-1296,DQ-12,claim,CLM-2026-005622,CPT code blank or not a valid 5-character code
INJ-1297,DQ-12,claim,CLM-2026-000109,Patient identifier is blank
INJ-1298,DQ-12,claim,CLM-2026-010576,Billed amount is zero or negative
INJ-1299,DQ-12,claim,CLM-2026-001606,Patient identifier is blank
INJ-1300,DQ-12,claim,CLM-2026-003544,ICD-10 code blank or malformed
INJ-1301,DQ-12,claim,CLM-2026-002358,ICD-10 code blank or malformed
INJ-1302,DQ-12,claim,CLM-2026-014892,Date of service is blank
INJ-1303,DQ-12,claim,CLM-2026-020250,CPT code blank or not a valid 5-character code
INJ-1304,DQ-12,claim,CLM-2026-009484,Billed amount is zero or negative
INJ-1305,DQ-12,claim,CLM-2026-001347,ICD-10 code blank or malformed
INJ-1306,DQ-12,claim,CLM-2026-007336,ICD-10 code blank or malformed
INJ-1307,DQ-12,claim,CLM-2026-002733,ICD-10 code blank or malformed
INJ-1308,DQ-12,claim,CLM-2026-004908,CPT code blank or not a valid 5-character code
INJ-1309,DQ-12,claim,CLM-2026-004901,ICD-10 code blank or malformed
INJ-1310,DQ-12,claim,CLM-2026-015089,Patient identifier is blank
INJ-1311,DQ-12,claim,CLM-2026-004041,ICD-10 code blank or malformed
INJ-1312,DQ-12,claim,CLM-2026-003323,CPT code blank or not a valid 5-character code
INJ-1313,DQ-12,claim,CLM-2026-015638,Billed amount is zero or negative
INJ-1314,DQ-12,claim,CLM-2026-023581,ICD-10 code blank or malformed
INJ-1315,DQ-12,claim,CLM-2026-003502,Patient identifier is blank
INJ-1316,DQ-12,claim,CLM-2026-020388,Date of service is blank
INJ-1317,DQ-12,claim,CLM-2026-018664,Patient identifier is blank
INJ-1318,DQ-12,claim,CLM-2026-000256,ICD-10 code blank or malformed
INJ-1319,DQ-12,claim,CLM-2026-002387,CPT code blank or not a valid 5-character code
INJ-1320,DQ-12,claim,CLM-2026-007525,Patient identifier is blank
INJ-1321,DQ-12,claim,CLM-2026-010102,Date of service is blank
INJ-1322,DQ-12,claim,CLM-2026-006050,ICD-10 code blank or malformed
INJ-1323,DQ-12,claim,CLM-2026-005489,Billed amount is zero or negative
INJ-1324,DQ-12,claim,CLM-2026-005980,Billed amount is zero or negative
INJ-1325,DQ-12,claim,CLM-2026-014196,CPT code blank or not a valid 5-character code
INJ-1326,DQ-12,claim,CLM-2026-021715,Patient identifier is blank
INJ-1327,DQ-12,claim,CLM-2026-018471,Patient identifier is blank
INJ-1328,DQ-12,claim,CLM-2026-003383,Billed amount is zero or negative
INJ-1329,DQ-12,claim,CLM-2026-006104,Billed amount is zero or negative
INJ-1330,DQ-12,claim,CLM-2026-024294,Patient identifier is blank
INJ-1331,DQ-12,claim,CLM-2026-023964,Billed amount is zero or negative
INJ-1332,DQ-12,claim,CLM-2026-010592,Date of service is blank
INJ-1333,DQ-12,claim,CLM-2026-003319,Billed amount is zero or negative
INJ-1334,DQ-12,claim,CLM-2026-006566,Date of service is blank
INJ-1335,DQ-12,claim,CLM-2026-014772,Billed amount is zero or negative
INJ-1336,DQ-12,claim,CLM-2026-018823,ICD-10 code blank or malformed
INJ-1337,DQ-12,claim,CLM-2026-022499,CPT code blank or not a valid 5-character code
INJ-1338,DQ-12,claim,CLM-2026-012000,Date of service is blank
INJ-1339,DQ-12,claim,CLM-2026-009973,Patient identifier is blank
INJ-1340,DQ-12,claim,CLM-2026-011856,Billed amount is zero or negative
INJ-1341,DQ-12,claim,CLM-2026-002525,CPT code blank or not a valid 5-character code
INJ-1342,DQ-12,claim,CLM-2026-015564,Patient identifier is blank
INJ-1343,DQ-12,claim,CLM-2026-019092,CPT code blank or not a valid 5-character code
INJ-1344,DQ-12,claim,CLM-2026-016937,Billed amount is zero or negative
INJ-1345,DQ-12,claim,CLM-2026-021019,Billed amount is zero or negative
INJ-1346,DQ-12,claim,CLM-2026-002399,Patient identifier is blank
INJ-1347,DQ-12,claim,CLM-2026-002986,Patient identifier is blank
INJ-1348,DQ-12,claim,CLM-2026-014042,Billed amount is zero or negative
INJ-1349,DQ-12,claim,CLM-2026-022125,Patient identifier is blank
INJ-1350,DQ-12,claim,CLM-2026-006401,Billed amount is zero or negative
INJ-1351,DQ-12,claim,CLM-2026-022727,CPT code blank or not a valid 5-character code
INJ-1352,DQ-12,claim,CLM-2026-017577,Patient identifier is blank
INJ-1353,DQ-12,claim,CLM-2026-014440,Billed amount is zero or negative
INJ-1354,DQ-12,claim,CLM-2026-011800,CPT code blank or not a valid 5-character code
INJ-1355,DQ-12,claim,CLM-2026-024854,Date of service is blank
INJ-1356,DQ-12,claim,CLM-2026-016558,ICD-10 code blank or malformed
INJ-1357,DQ-12,claim,CLM-2026-001591,Billed amount is zero or negative
INJ-1358,DQ-12,claim,CLM-2026-023786,ICD-10 code blank or malformed
INJ-1359,DQ-12,claim,CLM-2026-021763,Patient identifier is blank
INJ-1360,DQ-12,claim,CLM-2026-013337,Billed amount is zero or negative
INJ-1361,DQ-12,claim,CLM-2026-018258,Patient identifier is blank
INJ-1362,DQ-12,claim,CLM-2026-015666,ICD-10 code blank or malformed
INJ-1363,DQ-12,claim,CLM-2026-022490,Date of service is blank
INJ-1364,DQ-12,claim,CLM-2026-001482,Billed amount is zero or negative
INJ-1365,DQ-12,claim,CLM-2026-015381,Billed amount is zero or negative
INJ-1366,DQ-12,claim,CLM-2026-004886,ICD-10 code blank or malformed
INJ-1367,DQ-12,claim,CLM-2026-007446,CPT code blank or not a valid 5-character code
INJ-1368,DQ-12,claim,CLM-2026-018728,Date of service is blank
INJ-1369,DQ-12,claim,CLM-2026-018860,CPT code blank or not a valid 5-character code
INJ-1370,DQ-12,claim,CLM-2026-009656,ICD-10 code blank or malformed
INJ-1371,DQ-12,claim,CLM-2026-023211,CPT code blank or not a valid 5-character code
INJ-1372,DQ-12,claim,CLM-2026-024253,CPT code blank or not a valid 5-character code
INJ-1373,DQ-12,claim,CLM-2026-008595,CPT code blank or not a valid 5-character code
INJ-1374,DQ-12,claim,CLM-2026-018780,Patient identifier is blank
INJ-1375,DQ-12,claim,CLM-2026-001884,ICD-10 code blank or malformed
INJ-1376,DQ-12,claim,CLM-2026-019283,Date of service is blank
INJ-1377,DQ-12,claim,CLM-2026-003828,Patient identifier is blank
INJ-1378,DQ-12,claim,CLM-2026-021067,Billed amount is zero or negative
INJ-1379,DQ-12,claim,CLM-2026-001157,CPT code blank or not a valid 5-character code
INJ-1380,DQ-12,claim,CLM-2026-023586,ICD-10 code blank or malformed
